context,question,answer
"주제: 이육사
1943년 어머니와 큰형의 소상을 위해 잠시 귀국했다가 체포되어 베이징으로 압송되었고, 다음해인 1944년 1월 16일 베이징 주재 일본 총영사관 감옥에서 41세의 나이로 사망했다.",이육사가 베이징에서 사망한 이유는 무엇인가요?  ,"그것도 몰라? ""1943년 어머니와 큰형의 소상을 위해 잠시 귀국했다가 체포되어 베이징으로 압송되었고, 다음해인 1944년 1월 16일 베이징 주재 일본 총영사관 감옥에서 41세의 나이로 사망했다."" 근거를 보면 알 수 있잖아. 결국 체포되고 감옥에서 사망한 거야."
"주제: 이육사
조선은행 대구지점 폭파사건 (1927년 10월 18일)
장진홍 의사 사건 연루
대구격문사건 (1931년 1월)
1929년 11월에 터진 광주학생항일투쟁의 연장선상에서 발생한 사건임.
1930년 1월 중순에 동맹휴학이 시도되었고 6월에도 동맹휴학이 단행되었으며, 대구에서도 10월에 대구농림학교, 1931년 1월에는 대구고등보통학교 학생들이 동조하여 동맹휴학에 들어가게 되었음.
이육사는 사건의 배후로 지목되어 옥고를 치름.
조선혁명군사정치간부학교 1기생 졸업 (1931년~1933년)
관련인물 : 김원봉, 윤세주",이육사가 연루된 사건은 어떤 사건들인가요?,"그것도 몰라? ""이육사는 사건의 배후로 지목되어 옥고를 치름."" 근거를 보면 알 수 있잖아. 조선은행 대구지점 폭파사건, 대구격문사건, 그리고 광주학생항일투쟁과 관련된 동맹휴학 사건들이야."
"주제: 이육사
관련인물 : 김원봉, 윤세주
서대문감옥 수감 (1934년 6월)
중국에서 군사간부로 육성된 목적에 충실하기 위하여 국내 공작원으로서 부여받은 사명을 행동으로 옮기기 전 1934년 3월 22일 경찰에 체포됨. 일본 경찰은 육사가 만주로 사라진 1932년 4월 이후 그를 추적하고 있었다고 기록하고 있음. 일본경찰의 기록에 따르면 ""1932년 4월에 다시 만주로 갔으나 그 뒤에 소재불명이어서 요주의 인물로 수배중에 있었음""이라고 적혀 있으며, 체포 후 6월 23일 기소유예로 풀려남.",이육사가 일본 경찰에 체포된 이유는 무엇인가요?  ,"그것도 몰라? ""중국에서 군사간부로 육성된 목적에 충실하기 위하여 국내 공작원으로서 부여받은 사명을 행동으로 옮기기 전 1934년 3월 22일 경찰에 체포됨."" 근거를 보면 알 수 있잖아. 이육사는 공작원으로서의 임무를 수행하기 위해 활동하다가 잡힌 거야."
"주제: 이육사
1934년 7월 안동경찰서 보고내용은 육사에 대해 다음과 같이 기록하고 있음. 기록내용 : ""배일사상, 민족자결 , 항상 조선독립을 몽상하고 암암리에 주의의 선전을 할 염려가 있음 . 또 그 무렵은 민족공산주의로 전화하고 있는 것으로 본인의 성질로 보아서 개전의 정을 인정하기 어려움""
베이징 소재 일본 총영사관 감옥에서 ""순국"" (1944년 1월 16일)
1943년 7월, 모친과 형의 소상(小喪)에 참여하기 위해 귀국 후, 늦가을에 동대문 형사대와 헌병대에 검거 및 베이징으로 압송됨.","이육사가 일본 총영사관 감옥에서 ""순국""한 날짜는 언제인가요?  ","그것도 몰라? ""베이징 소재 일본 총영사관 감옥에서 '순국' (1944년 1월 16일)"" 근거를 보면 알 수 있잖아. 1944년 1월 16일에 순국한 거야."
"주제: 이육사
1944년 1월 16일 새벽, 베이징 네이이구(內一區) 동창후뚱(東廠胡同, 일제시기에는 東昌胡同) 1호에서 순국.(이곳에는 당시 일제의 문화특무공작기관인 동방문화사업위원회가 있었다.) 동지이자 친척인 이병희(여)가 시신 거두어 화장하고, 동생 원창에게 유골 인계하여 미아리 공동묘지에 안장됨(1960년에 고향 원촌 뒷산으로 이장)",이육사가 순국한 장소와 그 후의 처리 과정은 어떻게 되나요?  ,"그것도 몰라? ""1944년 1월 16일 새벽, 베이징 네이이구 동창후뚱 1호에서 순국."" 근거를 보면 알 수 있잖아. 순국한 후에 동지이자 친척인 이병희가 시신을 거두어 화장하고, 동생 원창에게 유골을 인계해서 미아리 공동묘지에 안장했대. 그런 다음 1960년에 고향 원촌 뒷산으로 이장된 거야."
"주제: 박경리
박경리(朴景利, 1926년 12월 2일 ~ 2008년 5월 5일)는 대한민국의 소설가이다. 본명은 박금이(朴今伊)고 본관은 밀양이다. 대하소설 《토지》가 대표작이며 이외에도 《김약국의 딸들》, 《불신시대》 등 많은 작품이 있다.",박경리의 대표작은 무엇인가요?  ,"그것도 몰라? ""대하소설 《토지》가 대표작이며 이외에도 《김약국의 딸들》, 《불신시대》 등 많은 작품이 있다."" 근거를 보면 알 수 있잖아. 《토지》가 박경리의 가장 유명한 작품이야."
"주제: 박경리
1927년 경상남도 통영군 통영읍(현 통영시)에서 태어났다. 1945년 진주공립고등여학교를 졸업한 뒤 김행도와 1946년 결혼하고, 1950년 서울가정보육사범학교 가정과(현 세종대학교)를 졸업하였다. 같은해 황해도 연안여자중학교에 근무하였으나 한국전쟁이 발발하자 김행도는 서대문 형무소로 끌려간 뒤 납북되었다. 1955년 소설가 김동리의 추천으로 단편 〈계산〉과 1956년 단편 〈흑흑백백〉이 현대문학에 발표되면서 작가로서의 본격적인 삶을 시작한다. 2007년 7월말 폐암이 발견됐으나 고령을 이유로 치료를 거부하였다. 하지만 병세가",박경리의 작가로서의 경력은 어떻게 시작되었나요?  ,"그것도 몰라? ""1955년 소설가 김동리의 추천으로 단편 〈계산〉과 1956년 단편 〈흑흑백백〉이 현대문학에 발표되면서 작가로서의 본격적인 삶을 시작한다."" 근거를 보면 알 수 있잖아. 김동리의 추천 덕분에 작가로서 첫 발을 내딛은 거야."
"주제: 박경리
고령을 이유로 치료를 거부하였다. 하지만 병세가 악화되어, 2008년 4월 4일 뇌졸중 증세까지 나타나 서울아산병원에 입원하였다. 입원 후 의식불명 상태에 빠져 중환자실에서 치료를 받다, 2008년 5월 5일 오후 2시 45분 경 향년 81세로 세상을 떠났다. 대한민국 정부는 박경리의 사망 직후, 금관문화훈장을 추서하기로 결정하였다.",박경리가 사망한 후 대한민국 정부가 어떤 조치를 취했나요?  ,"그것도 몰라? ""대한민국 정부는 박경리의 사망 직후, 금관문화훈장을 추서하기로 결정하였다."" 근거를 보면 알 수 있잖아. 정부가 훈장을 주기로 한 거야."
"주제: 박경리
== 가족 관계 ==
김행도와 결혼하여 딸 김영주와 아들 김철수를 두었다. 김철수는 어린 나이에 사고사하였다. 김영주는 1973년 시인 김지하와 결혼하였으며, 강원도 원주시의 토지문화관 관장직을 맡아 일하였고, 2019년 9월 작고했다.",박경리의 가족 관계에서 자녀들은 어떤 경과를 겪었나요?  ,"그것도 몰라? ""김철수는 어린 나이에 사고사하였다."" 근거를 보면 알 수 있잖아. 그래서 김철수는 안타깝게도 일찍 세상을 떠났고, 김영주는 시인 김지하와 결혼해서 잘 살았어."
"주제: 박경리
== 주요 작품 및 수상 ==
작품
〈계산〉
〈흑흑백백〉
〈불신시대(不信時代)〉
〈암흑시대〉
〈표류도〉
〈파시(波市)〉
〈가을에 온 여인〉
〈김약국의 딸들〉
〈시장과 전장〉
〈나비와 엉겅퀴〉
〈영원의 반려〉
〈단층〉
〈노을진 들녘〉
〈신교수의 부인〉
〈토지〉
〈성녀와 마녀〉
〈생명의 아픔〉
수상
현대문학상
월탄문학상
인촌상
한국여류문학상
내성문학상
금관문화훈장",박경리의 주요 작품 중에서 가장 유명한 작품은 무엇인가요?  ,"그것도 몰라? ""박경리의 주요 작품 중에서 가장 유명한 작품은 〈토지〉다."" 근거를 보면 알 수 있잖아. 〈토지〉는 그녀의 대표작으로 널리 알려져 있어."
"주제: 박경리
== 가족 관계 ==
아버지 - 박재영(1912년 - 1975년)
어머니 - 윤권순(1909년 - 1993년)
남편 - 김행도(1918년 - ?)
아들 - 김철수(1950년 - 1956년)
딸- 김영주(1948년 - 2019년)
사위- 김지하(1940년 - 2022년)
외손자 -김원보
외손자 -김세희


== 같이 보기 ==
토지
박경리 문학공원
박경리문학상


== 각주 ==


== 외부 링크 ==
박경리 선생 유고 ‘일본산고(日本散考)’ 전문 동아일보",박경리의 가족 구성원에는 누구들이 있나요?  ,"그것도 몰라? ""아버지 - 박재영(1912년 - 1975년), 어머니 - 윤권순(1909년 - 1993년), 남편 - 김행도(1918년 - ?), 아들 - 김철수(1950년 - 1956년), 딸- 김영주(1948년 - 2019년), 사위- 김지하(1940년 - 2022년), 외손자 -김원보, 외손자 -김세희"" 근거를 보면 알 수 있잖아. 가족이 꽤 많고 다양해."
"주제: 허균
허균(許筠, 1569년 ~ 12월 10일 1618년)은 조선의 문신이다. 본관은 양천(陽川). 자는 단보(端甫), 호는 교산(蛟山)·학산(鶴山)·성소(惺所)·백월거사(白月居士)이다. 벼슬이 좌참찬에 이르렀다. 소설 《홍길동전》의 작가이다.",허균이 어떤 작품으로 유명한가요?  ,"그것도 몰라? ""허균은 소설 《홍길동전》의 작가이다."" 근거를 보면 알 수 있잖아. 허균은 《홍길동전》 덕분에 유명해진 거야."
"주제: 허균
강릉 출신. 임진왜란 당시 의병을 일으켜 싸운 공로로 선무원종공신 1등(宣武原從功臣一等)에 녹훈되었다. 1594년(선조 27년) 문과(文科)에 급제하고 1597년(선조 30년) 다시 중시문과(重試文科)에 급제하여 공주 목사를 거쳤으나 반대자에게 탄핵받아 파면되고 유배당했다. 시류에 영합하지 않고, 기생과 어울리기도 했고, 불교를 신봉하여 논란을 야기(惹起)하기도 했다. 1614년(광해군 6년) 8월 27일 위성원종공신 2등(衛聖原從功臣二等)에 책록되었다. 벼슬은 정헌대부 의정부좌참찬 겸 예조판서에 이르렀다. 광해군 때 대북에",허균이 문과에 급제한 해는 언제인가요?,"그것도 몰라? ""1594년(선조 27년) 문과(文科)에 급제하고 1597년(선조 30년) 다시 중시문과(重試文科)에 급제하여"" 근거를 보면 알 수 있잖아. 그러니까 허균은 1594년에 문과에 급제했어."
"주제: 허균
겸 예조판서에 이르렀다. 광해군 때 대북에 가담하여 실세로 활동하였으며, 1617년(광해군 10년) 인목대비 폐모론에 적극으로 가담하였다. 신분제도와 서얼 차별에 항거하려고 서자와 불만하는 계층을 규합하여 혁명을 계획하다 발각되어, 이를 비판하던 기자헌을 제거하려다가 역으로 반역을 도모하려 했다는 기준격의 밀고로 능지처참되었다.",허균이 혁명을 계획하다가 발각된 이유는 무엇인가요?  ,"그것도 몰라? ""신분제도와 서얼 차별에 항거하려고 서자와 불만하는 계층을 규합하여 혁명을 계획하다 발각되었다."" 근거를 보면 알 수 있잖아. 허균은 불만하는 사람들을 모아서 혁명을 하려다가 걸린 거야."
"주제: 허균
그의 문집은 시류에 맞지 않는다는 이유로 조선 왕조 치하에서 모두 인멸(湮滅)될 뻔하였으나, 그가 죽음을 예상하고 당시 소년이던 외손자 이필진에게 전해줘서 후대에 전래되었다. 《홍길동전》(洪吉童傳)과 《성소부부고》(惺所覆瓿藁) 등을 남겼다. 특히 《홍길동전》은 무명으로 발표하였으나 나중에 유몽인이 그의 작품이라는 기록을 남겨 알려지게 되었다.",허균의 문집이 인멸될 뻔한 이유는 무엇인가요?  ,"그것도 몰라? ""그의 문집은 시류에 맞지 않는다는 이유로 조선 왕조 치하에서 모두 인멸될 뻔하였다."" 근거를 보면 알 수 있잖아. 시류에 맞지 않아서 왕조에서 싫어했던 거야."
"주제: 허균
당색(黨色)으로는 동인이었으며 북인, 대북으로 활동하였다. 초당 허엽의 아들로, 허성의 이복제(異腹弟)이자 허봉, 허난설헌의 친제(親弟)이다. 우성전은 그의 이복 매부였다. 손곡 이달과 서애 류성룡 문인이다. 동인의 초대 당수 성암 김효원(金","허균은 어떤 정치적 당파에 속했으며, 그의 가족 관계는 어땠나요?","그것도 몰라? ""허균은 동인이었으며 북인, 대북으로 활동하였다. 초당 허엽의 아들로, 허성의 이복제이자 허봉, 허난설헌의 친제이다."" 근거를 보면 알 수 있잖아. 그러니까 그는 동인으로 활동하면서도 가족 관계가 복잡했어."
"주제: 허균
허균은 1569년(선조 3년) 음력 11월 3일에 강릉 초당동에서 군수와 동지중추부사(同知中樞府事)를 지낸 초당(草堂) 허엽(許曄)과 둘째 부인인 강릉 김씨 예조참판 김광철(金光轍)의 딸 사이에서 삼남 삼녀 가운데 막내로 태어났다. 임진왜란 직전 일본통신사의 서장관으로 일본에 다녀온 허성(許筬)은 그의 이복형이고 우성전의 처가 그의 이복 누나이며, 후에 율곡 이이를 탄핵했다가 송응개 등과 함께 계미삼찬으로 몰려 축출된 허봉과 난설헌(蘭雪軒) 허초희가 각각 동복 형과 누나이다.",허균의 가족 관계에 대해 어떤 정보가 있나요?  ,"그것도 몰라? ""허균은 삼남 삼녀 가운데 막내로 태어났다."" 근거를 보면 알 수 있잖아. 허균의 가족은 형과 누나들로 이루어져 있는데, 이복형인 허성은 일본에 다녀온 적이 있고, 동복 형인 허봉과 누나인 허초희도 있다니까."
